locale,tier,flags,source_type,source_title,source_url,anchor,target_type,target_title,target_url,target_id,context,source_id,block_key,offset
ja,A,,faqEntry,エジプトのビーチはどこがよいですか？,/ja/faq,マルサ・マトルーフ,city,マルサ・マトルーフ,/ja/guide/marusa-matorufu,wp-page-58887,北海岸とマルサ・マトルーフは地中海のビーチで、性格が異なり、シーズンは短めです。,faq-entry-where-are-the-best-beaches-in-egypt,where-are-the-best-bjab0,114
en,A,,faqEntry,Where can I go birdwatching in Egypt?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Lake Nasser and the Aswan stretch of the Nile, the Delta lakes, Wadi El Rayan in Fayoum, and the Red Sea coast during spring and autumn passage are the productive areas.",faq-entry-where-can-i-go-birdwatching-in-egypt,where-can-i-go-birdwatchb0,60
es,A,,faqEntry,¿Dónde se puede observar aves en Egipto?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"El lago Nasser y el tramo del Nilo en Asuán, los lagos del Delta, Wadi El Rayan en El Fayum y la costa del mar Rojo durante los pasos de primavera y otoño son las zonas productivas.",faq-entry-where-can-i-go-birdwatching-in-egypt,where-can-i-go-birdwesb0,82
ja,B,ja-kanji-adjacent,faqEntry,バードウォッチングに適した場所は？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,ナセル湖とアスワン付近のナイル川、デルタの湖沼群、ファイユームのワディ・アル＝ラヤーン、そして春と秋の渡りの時期の紅海沿岸が有望です。,faq-entry-where-can-i-go-birdwatching-in-egypt,where-can-i-go-birdwjab0,26
en,B,,faqEntry,Where can I learn about hieroglyphs?,/faq,The Grand Egyptian Museum,article,The Grand Egyptian Museum,/blog/the-grand-egyptian-museum,wp-post-216669-en,The Grand Egyptian Museum and the Egyptian Museum both run programming.,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-about-b0,0
en,A,,faqEntry,Where can I learn about hieroglyphs?,/faq,Medinet Habu,guideArticle,Medinet Habu,/guide/luxor/madinat-habu-temple,guideArticle.luxor.madinat-habu-temple,"In practice, the best learning happens on site with a good Egyptologist guide at Karnak, Medinet Habu, or the Valley of the Kings, where the carving is at reading distance.",faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-about-b0,161
en,A,,faqEntry,Where can I learn about hieroglyphs?,/faq,Valley of the Kings,guideArticle,Valley of the Kings,/guide/luxor/valley-of-the-kings,guideArticle.luxor.valley-of-the-kings,"In practice, the best learning happens on site with a good Egyptologist guide at Karnak, Medinet Habu, or the Valley of the Kings, where the carving is at reading distance.",faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-about-b0,182
es,B,,faqEntry,¿Dónde puedo aprender sobre los jeroglíficos?,/es/faq,el Gran Museo Egipcio,article,El Gran Museo Egipcio,/es/blog/el-gran-museo-egipcio-la-puerta-monumental-de-egipto-al-pasado,wp-post-249194-es,Tanto el Gran Museo Egipcio como el Museo Egipcio tienen programación al respecto.,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abesb0,6
es,A,,faqEntry,¿Dónde puedo aprender sobre los jeroglíficos?,/es/faq,Medinet Habu,guideArticle,Medinet Habu,/es/guide/luxor/medinet-habu,guideArticle.luxor.madinat-habu-temple,"En la práctica, el mejor aprendizaje ocurre sobre el terreno, con un buen guía egiptólogo, en Karnak, Medinet Habu o el Valle de los Reyes, donde la talla está a distancia de lectura.",faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abesb0,185
es,A,,faqEntry,¿Dónde puedo aprender sobre los jeroglíficos?,/es/faq,el Valle de los Reyes,guideArticle,El Valle de los Reyes,/es/guide/luxor/el-valle-de-los-reyes,guideArticle.luxor.valley-of-the-kings,"En la práctica, el mejor aprendizaje ocurre sobre el terreno, con un buen guía egiptólogo, en Karnak, Medinet Habu o el Valle de los Reyes, donde la talla está a distancia de lectura.",faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abesb0,200
ja,B,,faqEntry,ヒエログリフについて学べる場所は？,/ja/faq,大エジプト博物館,article,大エジプト博物館,/ja/blog/dai-ejiputo-hakubutsukan,wp-post-249210-ja,大エジプト博物館とエジプト考古学博物館の双方でプログラムが組まれています。,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abjab0,0
ja,A,,faqEntry,ヒエログリフについて学べる場所は？,/ja/faq,エジプト考古学博物館,guideArticle,エジプト考古学博物館,/ja/guide/kairo/ejiputo-kokogaku-hakubutsukan,guideArticle.cairo.egyptian-museum-of-antiquities,大エジプト博物館とエジプト考古学博物館の双方でプログラムが組まれています。,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abjab0,9
ja,A,,faqEntry,ヒエログリフについて学べる場所は？,/ja/faq,メディネト・ハブ,guideArticle,メディネト・ハブ,/ja/guide/rukusoru/medinetohabu,guideArticle.luxor.madinat-habu-temple,カルナック、メディネト・ハブ、王家の谷では、彫刻が読める距離にあり、優れたエジプト学ガイドと回ることが最良の学習になります。,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abjab0,63
ja,A,,faqEntry,ヒエログリフについて学べる場所は？,/ja/faq,王家の谷,guideArticle,王家の谷,/ja/guide/rukusoru/oke-no-tani,guideArticle.luxor.valley-of-the-kings,カルナック、メディネト・ハブ、王家の谷では、彫刻が読める距離にあり、優れたエジプト学ガイドと回ることが最良の学習になります。,faq-entry-where-can-i-learn-about-hieroglyphs,where-can-i-learn-abjab0,72
en,A,,faqEntry,Where can I see Coptic Christian heritage?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Old Cairo, principally — the Hanging Church, the Church of St Sergius and Bacchus, the Coptic Museum, and the Ben Ezra Synagogue in the same compound.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptic-cb0,4
en,A,,faqEntry,Where can I see Coptic Christian heritage?,/faq,the Hanging Church,guideArticle,The Hanging Church,/guide/cairo/the-hanging-church,guideArticle.cairo.the-hanging-church,"Old Cairo, principally — the Hanging Church, the Church of St Sergius and Bacchus, the Coptic Museum, and the Ben Ezra Synagogue in the same compound.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptic-cb0,25
en,A,,faqEntry,Where can I see Coptic Christian heritage?,/faq,the Coptic Museum,guideArticle,The Coptic Museum,/guide/cairo/the-coptic-museum,guideArticle.cairo.the-coptic-museum,"Old Cairo, principally — the Hanging Church, the Church of St Sergius and Bacchus, the Coptic Museum, and the Ben Ezra Synagogue in the same compound.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptic-cb0,83
en,A,,faqEntry,Where can I see Coptic Christian heritage?,/faq,Ben Ezra Synagogue,guideArticle,Ben Ezra Synagogue,/guide/cairo/ben-ezra-synagogue,guideArticle.cairo.ben-ezra-synagogue,"Old Cairo, principally — the Hanging Church, the Church of St Sergius and Bacchus, the Coptic Museum, and the Ben Ezra Synagogue in the same compound.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptic-cb0,110
es,A,,faqEntry,¿Dónde se puede ver el patrimonio copto?,/es/faq,la Iglesia Colgante,guideArticle,La Iglesia Colgante,/es/guide/el-cairo/la-iglesia-colgante,guideArticle.cairo.the-hanging-church,"Sobre todo en el Viejo Cairo: la Iglesia Colgante, la iglesia de San Sergio y Baco, el Museo Copto y la sinagoga Ben Ezra, en el mismo recinto.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptesb0,30
es,B,lowercase-in-prose,faqEntry,¿Dónde se puede ver el patrimonio copto?,/es/faq,iglesia de San Sergio y Baco,guideArticle,Iglesia de San Sergio y Baco,/es/guide/el-cairo/iglesia-de-san-sergio-y-baco,guideArticle.cairo.church-of-st-sergius-bacchus,"Sobre todo en el Viejo Cairo: la Iglesia Colgante, la iglesia de San Sergio y Baco, el Museo Copto y la sinagoga Ben Ezra, en el mismo recinto.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptesb0,54
es,A,,faqEntry,¿Dónde se puede ver el patrimonio copto?,/es/faq,el Museo Copto,guideArticle,El Museo Copto,/es/guide/el-cairo/el-museo-copto,guideArticle.cairo.the-coptic-museum,"Sobre todo en el Viejo Cairo: la Iglesia Colgante, la iglesia de San Sergio y Baco, el Museo Copto y la sinagoga Ben Ezra, en el mismo recinto.",faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptesb0,84
ja,B,ja-kanji-adjacent,faqEntry,コプト教の遺産はどこで見られますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,主に旧カイロです。,faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptjab0,3
ja,A,,faqEntry,コプト教の遺産はどこで見られますか？,/ja/faq,コプト博物館,guideArticle,コプト博物館,/ja/guide/kairo/koputo-hakubutsukan,guideArticle.cairo.the-coptic-museum,懸空教会、聖セルギウス・バッカス教会、コプト博物館、そして同じ区画にあるベン・エズラ・シナゴーグ。,faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptjab0,28
ja,A,,faqEntry,コプト教の遺産はどこで見られますか？,/ja/faq,ベン・エズラ・シナゴーグ,guideArticle,ベン・エズラ・シナゴーグ,/ja/guide/kairo/ben-ezurashinagogu,guideArticle.cairo.ben-ezra-synagogue,懸空教会、聖セルギウス・バッカス教会、コプト博物館、そして同じ区画にあるベン・エズラ・シナゴーグ。,faq-entry-where-can-i-see-coptic-christian-heritage,where-can-i-see-coptjab0,45
en,A,,faqEntry,Where can I see Islamic architecture?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,Historic Cairo is a UNESCO World Heritage Site in its own right.,faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islamic-b0,9
en,A,,faqEntry,Where can I see Islamic architecture?,/faq,Mosque of Ibn Tulun,guideArticle,Mosque of Ibn Tulun,/guide/cairo/mosque-of-ibn-tulun,guideArticle.cairo.mosque-of-ibn-tulun,"The Mosque of Ibn Tulun, the Sultan Hassan and Al-Rifa'i mosques facing each other beneath the Citadel, Al-Azhar, and the Mosque of Amr ibn al-As — the first mosque built in Egypt and in Africa.",faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islamic-b0,69
en,A,,faqEntry,Where can I see Islamic architecture?,/faq,Mosque of Amr ibn al-As,guideArticle,Mosque of Amr ibn al-As,/guide/cairo/mosque-of-amr-ibn-al-as,guideArticle.cairo.mosque-of-amr-ibn-al-as,"The Mosque of Ibn Tulun, the Sultan Hassan and Al-Rifa'i mosques facing each other beneath the Citadel, Al-Azhar, and the Mosque of Amr ibn al-As — the first mosque built in Egypt and in Africa.",faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islamic-b0,187
es,A,,faqEntry,¿Dónde se puede ver arquitectura islámica?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,El Cairo histórico es en sí mismo Patrimonio de la Humanidad.,faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islaesb0,0
es,A,,faqEntry,¿Dónde se puede ver arquitectura islámica?,/es/faq,La mezquita de Ibn Tulun,guideArticle,La Mezquita de Ibn Tulun,/es/guide/el-cairo/la-mezquita-de-ibn-tulun,guideArticle.cairo.mosque-of-ibn-tulun,"La mezquita de Ibn Tulun, las de Sultán Hasán y Al-Rifai enfrentadas bajo la Ciudadela, Al-Azhar, y la mezquita de Amr ibn al-As, la primera construida en Egipto y en África.",faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islaesb0,62
es,A,,faqEntry,¿Dónde se puede ver arquitectura islámica?,/es/faq,la mezquita de Amr ibn al-As,guideArticle,La Mezquita de Amr ibn al-As,/es/guide/el-cairo/la-mezquita-de-amr-ibn-al-as,guideArticle.cairo.mosque-of-amr-ibn-al-as,"La mezquita de Ibn Tulun, las de Sultán Hasán y Al-Rifai enfrentadas bajo la Ciudadela, Al-Azhar, y la mezquita de Amr ibn al-As, la primera construida en Egipto y en África.",faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islaesb0,162
ja,A,,faqEntry,イスラーム建築はどこで見られますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,歴史地区のカイロは、それ自体が世界遺産です。,faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islajab0,5
ja,A,,faqEntry,イスラーム建築はどこで見られますか？,/ja/faq,イブン・トゥールーン・モスク,guideArticle,イブン・トゥールーン・モスク,/ja/guide/kairo/ibunturunmosuku,guideArticle.cairo.mosque-of-ibn-tulun,イブン・トゥールーン・モスク、シタデルの下で向かい合うスルタン・ハサン・モスクとアル＝リファーイー・モスク、アル＝アズハル、そしてエジプトとアフリカで最初に建てられたアムル・イブン・アル＝アース・モスク。,faq-entry-where-can-i-see-islamic-architecture,where-can-i-see-islajab0,22
en,A,,faqEntry,Where can I windsurf or kitesurf?,/faq,Dahab,city,Dahab,/guide/dahab,wp-page-59436,Dahab and Hurghada both have reliable wind.,faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurf-or-b0,0
en,A,,faqEntry,Where can I windsurf or kitesurf?,/faq,Hurghada,city,Hurghada,/guide/hurghada,wp-page-58859,Dahab and Hurghada both have reliable wind.,faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurf-or-b0,10
en,A,,faqEntry,Where can I windsurf or kitesurf?,/faq,El Gouna,city,El Gouna,/guide/al-gouna,wp-page-58740,"Hurghada, Soma Bay, and El Gouna suit progression and higher wind.",faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurf-or-b0,154
es,A,,faqEntry,¿Dónde se puede hacer windsurf o kitesurf?,/es/faq,Dahab,city,Dahab,/es/guide/dahab,wp-page-59436,Dahab y Hurgada tienen viento fiable.,faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurfesb0,0
es,A,,faqEntry,¿Dónde se puede hacer windsurf o kitesurf?,/es/faq,El Gouna,city,El Gouna,/es/guide/el-gouna,wp-page-58740,"Hurgada, Soma Bay y El Gouna sirven para progresar y para viento fuerte.",faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurfesb0,155
ja,A,,faqEntry,ウィンドサーフィンやカイトサーフィンができる場所は？,/ja/faq,ダハブ,city,ダハブ,/ja/guide/dahabu,wp-page-59436,ダハブとフルガダはいずれも安定した風が吹きます。,faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurfjab0,0
ja,A,,faqEntry,ウィンドサーフィンやカイトサーフィンができる場所は？,/ja/faq,エル・グーナ,city,エル・グーナ,/ja/guide/eru-gu-na,wp-page-58740,フルガダ、ソーマ・ベイ、エル・グーナはステップアップと強風向きです。,faq-entry-where-can-i-windsurf-or-kitesurf,where-can-i-windsurfjab0,61
en,A,,faqEntry,Where is the nightlife in Egypt?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Cairo's Zamalek and Downtown have the bar and restaurant density, with rooftop venues along the Nile.",faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightlife-ib0,0
en,A,,faqEntry,Where is the nightlife in Egypt?,/faq,Sharm El Sheikh,city,Sharm El Sheikh,/guide/sharm-el-sheikh,wp-page-58927,Sharm El Sheikh and Hurghada have resort-driven nightlife.,faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightlife-ib0,102
en,A,,faqEntry,Where is the nightlife in Egypt?,/faq,Hurghada,city,Hurghada,/guide/hurghada,wp-page-58859,Sharm El Sheikh and Hurghada have resort-driven nightlife.,faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightlife-ib0,122
es,A,,faqEntry,¿Dónde está la vida nocturna en Egipto?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"Zamalek y el centro de El Cairo concentran bares y restaurantes, con azoteas sobre el Nilo.",faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightliesb0,23
ja,A,,faqEntry,ナイトライフはどこにありますか？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,カイロのザマレクとダウンタウンにバーとレストランが集中し、ナイル川沿いには屋上の店があります。,faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightlijab0,0
ja,A,,faqEntry,ナイトライフはどこにありますか？,/ja/faq,シャルム・エル・シェイク,city,シャルム・エル・シェイク,/ja/guide/sharumu-eru-sheiku,wp-page-58927,シャルム・エル・シェイクとフルガダは、リゾート主導のナイトライフです。,faq-entry-where-is-the-nightlife-in-egypt,where-is-the-nightlijab0,47
en,A,,faqEntry,Which markets are worth visiting?,/faq,Cairo,city,Cairo,/guide/cairo,wp-page-83284,"Khan El Khalili in Cairo, running since the fourteenth century, for metalwork, glass, spices, and the coffee houses in its side lanes.",faq-entry-which-markets-are-worth-visiting,which-markets-are-worth-b0,19
en,A,,faqEntry,Which markets are worth visiting?,/faq,Aswan,city,Aswan,/guide/aswan,wp-page-58758,"Aswan's souk for Nubian crafts, spices, and hibiscus.",faq-entry-which-markets-are-worth-visiting,which-markets-are-worth-b0,135
en,A,,faqEntry,Which markets are worth visiting?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,Luxor's souk for alabaster.,faq-entry-which-markets-are-worth-visiting,which-markets-are-worth-b0,189
es,A,,faqEntry,¿Qué mercados merecen una visita?,/es/faq,El Cairo,city,El Cairo,/es/guide/el-cairo,wp-page-83284,"Jan el-Jalili en El Cairo, en funcionamiento desde el siglo XIV, por la metalistería, el vidrio, las especias y los cafés de sus callejones.",faq-entry-which-markets-are-worth-visiting,which-markets-are-woesb0,17
es,A,,faqEntry,¿Qué mercados merecen una visita?,/es/faq,Asuán,city,Asuán,/es/guide/asuan,wp-page-58758,"El zoco de Asuán, por artesanía nubia, especias e hibisco.",faq-entry-which-markets-are-worth-visiting,which-markets-are-woesb0,152
es,A,,faqEntry,¿Qué mercados merecen una visita?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,"El de Luxor, por el alabastro.",faq-entry-which-markets-are-worth-visiting,which-markets-are-woesb0,206
ja,A,,faqEntry,訪れる価値のある市場は？,/ja/faq,カイロ,city,カイロ,/ja/guide/kairo,wp-page-83284,カイロのハン・ハリーリは14世紀から続く市場で、金属細工、ガラス、香辛料、そして路地に点在するカフェが見どころです。,faq-entry-which-markets-are-worth-visiting,which-markets-are-wojab0,0
ja,A,,faqEntry,訪れる価値のある市場は？,/ja/faq,アスワン,city,アスワン,/ja/guide/asuwan,wp-page-58758,アスワンのスークはヌビアの工芸品、香辛料、ハイビスカス。,faq-entry-which-markets-are-worth-visiting,which-markets-are-wojab0,58
ja,A,,faqEntry,訪れる価値のある市場は？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,ルクソールのスークはアラバスターです。,faq-entry-which-markets-are-worth-visiting,which-markets-are-wojab0,86
en,A,,faqEntry,Why visit Abydos?,/faq,Luxor,city,Luxor,/guide/luxor,wp-page-58877,Usually combined with Dendera as a full-day trip from Luxor.,faq-entry-why-visit-abydos,why-visit-abydosb0,242
es,A,,faqEntry,¿Por qué visitar Abidos?,/es/faq,Luxor,city,Luxor,/es/guide/luxor,wp-page-58877,Suele combinarse con Dendera en una excursión de día completo desde Luxor.,faq-entry-why-visit-abydos,why-visit-abydosesb0,280
ja,A,,faqEntry,アビドスを訪れる理由は？,/ja/faq,ルクソール,city,ルクソール,/ja/guide/rukusoru,wp-page-58877,通常はデンデラと組み合わせ、ルクソールからの終日行程となります。,faq-entry-why-visit-abydos,why-visit-abydosjab0,104
