reviewed_class,regex_class,doc_id,doc_type,locale,title,slug,field_path,context,note,owner_decision
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,body[0][_key==en].value[1],"e of Kamal el-Mallakh found himself in a pivotal role as an antiquities’ inspector. Little did he know, his journey would lead to a discovery of profound historical significance—an encounter with the Solar Boat of Khufu.","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,body[0][_key==en].value[6],"By 1968, the Solar Boat stood resurrected—a majestic vessel measuring 43.3 meters in length, 5.9 meters in width, with a draft of 1.48 meters—a vessel of unparalleled grace and grandeur, with an estimated displacement of 45 tons.","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,body[0][_key==en].value[7],"The boat’s significance remains a subject of fervent debate among scholars. Ancient texts of the pyramid suggest that upon the king’s death, his soul embarked on a celestial journey aboard his solar boat, destined to reunite with his divine father, Re, among the stars. Some argue that this vessel was purely symbolic, while others speculate that it may have served a more earthly purpose—an instrumental role in the transportation of the king’s mortal ","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[1],"Kamal el-Mallakh desempeñó un papel fundamental como inspector de antigüedades. Poco podía imaginar que su viaje le llevaría a un descubrimiento de profundo significado histórico: un encuentro con la Barca Solar de Khufu.","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[6],"En 1968, el Barco Solar resucitó, una majestuosa embarcación de 43,3 metros de eslora, 5,9 metros de manga y 1,48 metros de calado, de una gracia y grandeza incomparables, con un desplazamiento estimado de 45 toneladas.","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[7],"ficado de la barca sigue siendo objeto de ferviente debate entre los eruditos. Los textos antiguos de la pirámide sugieren que, a la muerte del rey, su alma emprendió un viaje celestial a bordo de su barca solar, destinada a reunirse con su padre divino, Re, entre las estrellas. Algunos sostienen que esta embarcación era puramente simbólica, mientras que otros especulan que pudo haber servido a un propósito más terrenal: un papel instrumental en el transpo","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[1],"1950年、ギザの悠久の砂丘の中、考古学者であり建築家でもあったカマル・エル＝マッラークは、遺跡の検査官として重要な任務に就いていました。その彼が、その後、歴史的に極めて重要な発見へと導かれることになろうとは、当時誰も予想していませんでした。それは、クフ王の太陽の船との出会いでした。","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[6],"1968年、ついに復元された太陽の船は、その威容を現しました。全長43.3メートル、幅5.9メートル、喫水1.48メートル、推定重量45トンのこの船は、比類なき優雅さと壮麗さを備えた存在でした。","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,NEUTRAL,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[7],"この船の意義をめぐっては、学者たちの間で激しい議論が続いています。ピラミッドの古文書によれば、王が没した際、その魂は太陽の船に乗って天空を旅し、神聖なる父ラーと再会するとされています。この船は象徴的な存在にすぎなかったのか、それとも実際に王の遺体をナイル川を渡って安置場所へ運ぶ役割を果たしたのか──議論は尽きません。","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69914,wikiMonument,es,"",dahshur-necropolis,body[1][_key==es].value[33],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69914,wikiMonument,ja,"",dahshur-necropolis,body[2][_key==ja].value[33],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69915,wikiMonument,es,"",the-northern-pyramid,body[1][_key==es].value[33],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69915,wikiMonument,ja,"",the-northern-pyramid,body[2][_key==ja].value[32],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69916,wikiMonument,es,"",the-pyramid-of-khaba,body[1][_key==es].value[34],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69916,wikiMonument,ja,"",the-pyramid-of-khaba,body[2][_key==ja].value[32],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69917,wikiMonument,es,"",the-bent-pyramid,body[1][_key==es].value[34],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69917,wikiMonument,ja,"",the-bent-pyramid,body[2][_key==ja].value[33],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69918,wikiMonument,es,"",the-red-pyramid,body[1][_key==es].value[37],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69918,wikiMonument,ja,"",the-red-pyramid,body[2][_key==ja].value[37],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69919,wikiMonument,es,"",the-black-pyramid,body[1][_key==es].value[33],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69919,wikiMonument,ja,"",the-black-pyramid,body[2][_key==ja].value[33],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69920,wikiMonument,es,"",the-white-pyramid,body[1][_key==es].value[33],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69920,wikiMonument,ja,"",the-white-pyramid,body[2][_key==ja].value[33],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69922,wikiMonument,es,"",pyramid-of-khufu,body[1][_key==es].value[35],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69922,wikiMonument,ja,"",pyramid-of-khufu,body[2][_key==ja].value[34],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69923,wikiMonument,es,"",pyramid-of-khafre,body[1][_key==es].value[41],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69923,wikiMonument,ja,"",pyramid-of-khafre,body[2][_key==ja].value[40],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69924,wikiMonument,es,"",pyramid-of-menkaure,body[1][_key==es].value[38],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69924,wikiMonument,ja,"",pyramid-of-menkaure,body[2][_key==ja].value[38],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69925,wikiMonument,es,"",the-great-sphinx,body[1][_key==es].value[36],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69925,wikiMonument,ja,"",the-great-sphinx,body[2][_key==ja].value[36],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,body[0][_key==en].value[0],"Unveiling the Enigmatic The Solar Boat Museum of Khufu","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,body[0][_key==en].value[10],"Among the myriad boats of Ancient Egypt, the Solar Boat of Khufu stands as a testament to human ingenuity and devotion. Today, a museum dedicated to this remarkable vessel stands a mere stone’s throw from the original discovery site, on the southern flank of the Great Pyramid. Here, visitors can embark o","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,name[0][_key==en].value,"The Solar Boat Museum","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,en,"",the-solar-boat-museum,summary[0][_key==en].value,"Unveiling the Enigmatic The Solar Boat Museum of Khufu In the year 1950, amidst the timeless sands of Giza, an archaeologist and architect by the name of Kamal el-Mallakh found himself in a pivotal role as an antiquities inspector. Little d","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[0],"Desvelando lo enigmático El barco solar Museo de Khufu","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[10],"Entre las innumerables embarcaciones del Antiguo Egipto, la Barca Solar de Khufu es un testimonio del ingenio y la devoción humanos. En la actualidad, un museo dedicado a esta extraordinaria embarcación se encuentra a tiro de piedra del lugar del descubrimiento original, en el flanco sur de la Gran Pirámide. Aquí, los ","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,body[1][_key==es].value[35],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,name[1][_key==es].value,"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,es,"",the-solar-boat-museum,summary[1][_key==es].value,"Desvelando lo enigmático El barco solar Museo de Khufu En el año 1950, entre las arenas eternas de Giza, un arqueólogo y arquitecto llamado Kamal el-Mallakh desempeñó un papel fundamental como inspector de antigüedades. Poco podía imaginar ","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[0],"謎に包まれたクフ王の太陽の船博物館を紐解く","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[10],"エジプト古代の船の数々の中でも、クフ王の太陽の船は、工夫と献身の結晶として際立っています。今日、この驚異的な船に捧げられた博物館が発見現場のすぐそばに立っており、大ピラミッドの南側に位置しています。訪れる者は、古代の匠の技術の奇跡と、王や魂が天空に抱かれた時代を感じる旅に出ることができるのです。","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,body[2][_key==ja].value[35],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,name[2][_key==ja].value,"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69926,wikiMonument,ja,"",the-solar-boat-museum,summary[2][_key==ja].value,"謎に包まれたクフ王の太陽の船博物館を紐解く 1950年、ギザの悠久の砂丘の中、考古学者であり建築家でもあったカマル・エル＝マッラークは、遺跡の検査官として重要な任務に就いていました。その彼が、その後、歴史的に極めて重要な発見へと導かれることになろうとは、当時誰も予想していませんでした。それは、クフ王の太陽の船との出会いでした。 舞台はギザ大ピラミッドの南に広がる砂丘。観光用の道路建設が進められていた場所で、労働者たちは不思議な発見をしました。長く狭いモルタルのラインに沿った、","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69928,wikiMonument,es,"",abusir-necropolis,body[1][_key==es].value[34],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69928,wikiMonument,ja,"",abusir-necropolis,body[2][_key==ja].value[34],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69929,wikiMonument,es,"",abusir-pyramid-of-neferirkare,body[1][_key==es].value[30],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69929,wikiMonument,ja,"",abusir-pyramid-of-neferirkare,body[2][_key==ja].value[30],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69930,wikiMonument,es,"",abusir-pyramid-of-niuserre,body[1][_key==es].value[32],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69930,wikiMonument,ja,"",abusir-pyramid-of-niuserre,body[2][_key==ja].value[32],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69931,wikiMonument,es,"",abusir-pyramid-of-khentkawes,body[1][_key==es].value[31],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69931,wikiMonument,ja,"",abusir-pyramid-of-khentkawes,body[2][_key==ja].value[31],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69932,wikiMonument,es,"",abusir-pyramid-of-sahure,body[1][_key==es].value[29],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69932,wikiMonument,ja,"",abusir-pyramid-of-sahure,body[2][_key==ja].value[29],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69953,wikiMonument,es,"",pyramids-of-zawyet-el-aryan,body[1][_key==es].value[34],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69953,wikiMonument,ja,"",pyramids-of-zawyet-el-aryan,body[2][_key==ja].value[34],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69954,wikiMonument,es,"",abu-rawash-pyramid-of-djedefre,body[1][_key==es].value[32],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69954,wikiMonument,ja,"",abu-rawash-pyramid-of-djedefre,body[2][_key==ja].value[78],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69956,wikiMonument,es,"",the-saqqara-necropolis,body[1][_key==es].value[30],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69956,wikiMonument,ja,"",the-saqqara-necropolis,body[2][_key==ja].value[36],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69957,wikiMonument,es,"",tomb-of-general-horemheb,body[1][_key==es].value[56],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69957,wikiMonument,ja,"",tomb-of-general-horemheb,body[2][_key==ja].value[59],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69958,wikiMonument,es,"",tomb-of-mereruka,body[1][_key==es].value[34],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69958,wikiMonument,ja,"",tomb-of-mereruka,body[2][_key==ja].value[34],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69959,wikiMonument,es,"",imhotep-museum,body[1][_key==es].value[36],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69959,wikiMonument,ja,"",imhotep-museum,body[2][_key==ja].value[36],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69961,wikiMonument,es,"",memphis-mit-rahina-museum,body[1][_key==es].value[29],"El Museo del Barco Solar","/wiki route redirect-mapped away, page never renders",
MOOT_NONRENDERING,STALE_CLAIM,wp-page-69961,wikiMonument,ja,"",memphis-mit-rahina-museum,body[2][_key==ja].value[27],"太陽の船博物館","/wiki route redirect-mapped away, page never renders",
